Code,Indicator Name,Short definition,Long definition,Source,Topic,Statistical concept and methodology,Other notes
LO.TIMSS.SCI8.HI,TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%),,"TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%) is the share of 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can apply and communicate understanding of concepts from biology, chemistry, physics, and Earth science in everyday and abstract situations. Students apply knowledge of cells and their functions and of the characteristics and life processes of organisms. They communicate understanding of ecosystems and the interaction of organisms with their environment and apply some knowledge of human health related to nutrition and infectious disease. Students show some knowledge and understanding of the composition and properties of matter and chemical change. They apply basic knowledge of energy transformation and transfer and of light and sound in practical situations, and demonstrate understanding of simple electrical circuits and properties of magnets. Students apply their knowledge of forces and motion to everyday and abstract situations. They apply knowledge of Earth’s physical features, processes, cycles, and history, and show some understanding of Earth's resources, their use, and conservation as well as some knowledge of the interaction between the Earth and the Moon. Students demonstrate some scientific inquiry skills, including selecting and justifying an appropriate experimental method. They combine and interpret information from various types of diagrams, graphs, and tables; select relevant information to analyze and draw conclusions; and provide short explanations conveying scientific knowledge. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.MAT8.INT,TIMSS: Eighth grade students reaching the intermediate international benchmark of mathematics achievement (%),,"TIMSS: Eighth grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in a variety of situations. They can solve problems involving negative numbers, decimals, percentages, and proportions. Students have some knowledge of linear expressions and two- and three-dimensional shapes. They can read and interpret data in graphs and tables. They have some basic knowledge of chance. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.SCI8.INT,TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%),,"TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%) is the share of 8th grade students scoring at least 475 on the science assessment. Students at this benchmark can demonstrate and apply their knowledge of biology, chemistry, physics, and earth science in various contexts. Students demonstrate some knowledge of characteristics and life processes of animals and human health. They apply knowledge of ecosystems, the interaction of living things, and the adaptation of animals to their environments. Students apply some knowledge of the properties of matter. They also show knowledge of some aspects of force, motion, and energy. Students apply knowledge of Earth’s processes, resources, and physical features. They interpret information from tables, graphs, and pictorial diagrams to draw conclusions, apply knowledge to practical situations, and communicate their understanding through brief descriptive responses. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.MAT8.LOW,TIMSS: Eighth grade students reaching the low international benchmark of mathematics achievement (%),,"TIMSS: Eighth grade students reaching the low international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some knowledge of whole numbers and basic graphs. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.SCI8.LOW,TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%),,"TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%) is the share of 8th grade students scoring at least 400 on the science assessment. Students at this benchmark show some basic knowledge of biology, chemistry, physics, and Earth science. Students apply basic knowledge of ecosystems and adaptation of animals to their environment, show knowledge of basic facts related to thermal and electrical conductivity and electromagnetism, and show knowledge of some basic Earth science facts. Students interpret simple pictorial diagrams and apply basic knowledge to practical situations. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.MAT8.BL,TIMSS: Eighth grade students who did not reach the low international benchmark of mathematics achievement (%),,"TIMSS: Eighth grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of 8th grade students scoring below 400 on the mathematics assessment. It is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. However, such students were assigned scale scores (plausible values) by the achievement scaling procedure, despite concerns about their reliability. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.SCI8.BL,TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%),,"TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%) is the share of 8th grade students scoring below 400 on the science assessment. It is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. However, such students were assigned scale scores (plausible values) by the achievement scaling procedure, despite concerns about their reliability. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,TIMSS,Proficiency
LO.TIMSS.MAT4.ADV.FE,TIMSS: Female 4th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI4.ADV.FE,TIMSS: Female 4th grade students reaching the advanced international benchmark of science achievement (%),"TIMSS: Female 4th grade students reaching the advanced international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 625 on the science assessment. Students reaching this benchmark can apply knowledge and understanding of scientific processes and relationships and show some knowledge of the process of scientific inquiry. Students communicate their understanding of characteristics and life processes of organisms, reproduction and development, ecosystems and organisms' interactions with the environment, and factors relating to human health. They demonstrate understanding of properties of light and relationships among physical properties of materials, apply and communicate their understanding of electricity and energy in practical contexts, and demonstrate an understanding of magnetic and gravitational forces and motion. Students communicate their understanding of the solar system and of Earth’s structure, physical characteristics, resources, processes, cycles, and history. They have a beginning ability to interpret results in the context of a simple experiment, reason and draw conclusions from descriptions and diagrams, and evaluate and support an argument. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the advanced international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 625 on the science assessment. Students reaching this benchmark can apply knowledge and understanding of scientific processes and relationships and show some knowledge of the process of scientific inquiry. Students communicate their understanding of characteristics and life processes of organisms, reproduction and development, ecosystems and organisms' interactions with the environment, and factors relating to human health. They demonstrate understanding of properties of light and relationships among physical properties of materials, apply and communicate their understanding of electricity and energy in practical contexts, and demonstrate an understanding of magnetic and gravitational forces and motion. Students communicate their understanding of the solar system and of Earth’s structure, physical characteristics, resources, processes, cycles, and history. They have a beginning ability to interpret results in the context of a simple experiment, reason and draw conclusions from descriptions and diagrams, and evaluate and support an argument. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT4.HI.FE,TIMSS: Female 4th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI4.HI.FE,TIMSS: Female 4th grade students reaching the high international benchmark of science achievement (%),"TIMSS: Female 4th grade students reaching the high international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark can apply their knowledge and understanding of the sciences to explain phenomena in everyday and abstract contexts. Students demonstrate some understanding of plant and animal structure, life processes, life cycles, and reproduction. They also demonstrate some understanding of ecosystems and organisms' interactions with their environment, including understanding of human responses to outside conditions and activities. Students demonstrate understanding of some properties of matter, electricity and energy, and magnetic and gravitational forces and motion. They show some knowledge of the solar system, and of Earth’s physical characteristics, processes, and resources. Students demonstrate elementary knowledge and skills related to scientific inquiry. They compare, contrast, and make simple inferences, and provide brief descriptive responses combining knowledge of science concepts with information from both everyday and abstract contexts. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the high international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark can apply their knowledge and understanding of the sciences to explain phenomena in everyday and abstract contexts. Students demonstrate some understanding of plant and animal structure, life processes, life cycles, and reproduction. They also demonstrate some understanding of ecosystems and organisms' interactions with their environment, including understanding of human responses to outside conditions and activities. Students demonstrate understanding of some properties of matter, electricity and energy, and magnetic and gravitational forces and motion. They show some knowledge of the solar system, and of Earth’s physical characteristics, processes, and resources. Students demonstrate elementary knowledge and skills related to scientific inquiry. They compare, contrast, and make simple inferences, and provide brief descriptive responses combining knowledge of science concepts with information from both everyday and abstract contexts. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT4.INT.FE,TIMSS: Female 4th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI4.INT.FE,TIMSS: Female 4th grade students reaching the intermediate international benchmark of science achievement (%),"TIMSS: Female 4th grade students reaching the intermediate international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark have basic knowledge and understanding of practical situations in the sciences. Students recognize some basic information related to characteristics of living things, their reproduction and life cycles, and their interactions with the environment, and show some understanding of human biology and health. They also show some knowledge of properties of matter and light, electricity and energy, and forces and motion. Students know some basic facts about the solar system and show an initial understanding of Earth’s physical characteristics and resources. They demonstrate ability to interpret information in pictorial diagrams and apply factual knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the intermediate international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark have basic knowledge and understanding of practical situations in the sciences. Students recognize some basic information related to characteristics of living things, their reproduction and life cycles, and their interactions with the environment, and show some understanding of human biology and health. They also show some knowledge of properties of matter and light, electricity and energy, and forces and motion. Students know some basic facts about the solar system and show an initial understanding of Earth’s physical characteristics and resources. They demonstrate ability to interpret information in pictorial diagrams and apply factual knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT4.LOW.FE,TIMSS: Female 4th grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI4.LOW.FE,TIMSS: Female 4th grade students reaching the low international benchmark of science achievement (%),"TIMSS: Female 4th grade students reaching the low international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show some elementary knowledge of life, physical, and earth sciences. Students demonstrate knowledge of some simple facts related to human health, ecosystems, and the behavioral and physical characteristics of animals. They also demonstrate some basic knowledge of energy and the physical properties of matter. Students interpret simple diagrams, complete simple tables, and provide short written responses to questions requiring factual information. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students reaching the low international benchmark of science achievement (%) is the share of female 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show some elementary knowledge of life, physical, and earth sciences. Students demonstrate knowledge of some simple facts related to human health, ecosystems, and the behavioral and physical characteristics of animals. They also demonstrate some basic knowledge of energy and the physical properties of matter. Students interpret simple diagrams, complete simple tables, and provide short written responses to questions requiring factual information. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT4.BL.FE,TIMSS: Female 4th grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI4.BL.FE,TIMSS: Female 4th grade students who did not reach the low international benchmark of science achievement (%),"TIMSS: Female 4th grade students who did not reach the low international benchmark of science achievement (%) is the share of female 4th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 4th grade students who did not reach the low international benchmark of science achievement (%) is the share of female 4th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT8.ADV.FE,TIMSS: Female 8th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Female 8th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can reason with information, draw conclusions, make generalizations, and solve linear equations. Students can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can express generalizations algebraically and model situations. They can solve a variety of problems involving equations, formulas, and functions. Students can reason with geometric figures to solve problems. Students can reason with data from several sources or unfamiliar representations to solve multi-step problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 8th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can reason with information, draw conclusions, make generalizations, and solve linear equations. Students can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can express generalizations algebraically and model situations. They can solve a variety of problems involving equations, formulas, and functions. Students can reason with geometric figures to solve problems. Students can reason with data from several sources or unfamiliar representations to solve multi-step problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI8.ADV.FE,TIMSS: Female 8th grade students reaching the advanced international benchmark of science achievement (%),"TIMSS: Female 8th grade students reaching the advanced international benchmark of science achievement (%) is the share of female 8th grade students scoring at least 625 on the science assessment. Students at this benchmark can communicate an understanding of complex and abstract concepts in biology, chemistry, physics, and earth science. Students demonstrate some conceptual knowledge about cells and the characteristics, classification, and life processes of organisms. They communicate an understanding of the complexity of ecosystems and adaptations of organisms, and apply an understanding of life cycles and heredity. Students also communicate an understanding of the structure of matter and physical and chemical properties and changes and apply knowledge of forces, pressure, motion, sound, and light. They reason about electrical circuits and properties of magnets. Students apply knowledge and communicate understanding of the solar system and Earth’s processes, structures, and physical features. They understand basic features of scientific investigation. They also combine information from several sources to solve problems and draw conclusions, and they provide written explanations to communicate scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 8th grade students reaching the advanced international benchmark of science achievement (%) is the share of female 8th grade students scoring at least 625 on the science assessment. Students at this benchmark can communicate an understanding of complex and abstract concepts in biology, chemistry, physics, and earth science. Students demonstrate some conceptual knowledge about cells and the characteristics, classification, and life processes of organisms. They communicate an understanding of the complexity of ecosystems and adaptations of organisms, and apply an understanding of life cycles and heredity. Students also communicate an understanding of the structure of matter and physical and chemical properties and changes and apply knowledge of forces, pressure, motion, sound, and light. They reason about electrical circuits and properties of magnets. Students apply knowledge and communicate understanding of the solar system and Earth’s processes, structures, and physical features. They understand basic features of scientific investigation. They also combine information from several sources to solve problems and draw conclusions, and they provide written explanations to communicate scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT8.HI.FE,TIMSS: Female 8th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Female 8th grade students reaching the high international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations. Students can use information from several sources to solve problems involving different types of numbers and operations. Students can relate fractions, decimals, and percents to each other. Students at this level show basic procedural knowledge related to algebraic expressions. They can use properties of lines, angles, triangles, rectangles, and rectangular prisms to solve problems. They can analyze data in a variety of graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 8th grade students reaching the high international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations. Students can use information from several sources to solve problems involving different types of numbers and operations. Students can relate fractions, decimals, and percents to each other. Students at this level show basic procedural knowledge related to algebraic expressions. They can use properties of lines, angles, triangles, rectangles, and rectangular prisms to solve problems. They can analyze data in a variety of graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.SCI8.HI.FE,TIMSS: Female 8th grade students reaching the high international benchmark of science achievement (%),"TIMSS: Female 8th grade students reaching the high international benchmark of science achievement (%) is the share of female 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can demonstrate understanding of concepts related to science cycles, systems, and principles. They demonstrate understanding of aspects of human biology, and of the characteristics, classification, and life processes of organisms. Students communicate understanding of processes and relationships in ecosystems. They show an understanding of the classification and compositions of matter and chemical and physical properties and changes. They apply knowledge to situations related to light and sound and demonstrate basic knowledge of heat and temperature, forces and motion, and electrical circuits and magnets. Students demonstrate an understanding of the solar system and of Earth’s processes, physical features, and resources. They demonstrate some scientific inquiry skills. They also combine and interpret information from various types of diagrams, contour maps, graphs, and tables; select relevant information, analyze, and draw conclusions; and provide short explanations conveying scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 8th grade students reaching the high international benchmark of science achievement (%) is the share of female 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can demonstrate understanding of concepts related to science cycles, systems, and principles. They demonstrate understanding of aspects of human biology, and of the characteristics, classification, and life processes of organisms. Students communicate understanding of processes and relationships in ecosystems. They show an understanding of the classification and compositions of matter and chemical and physical properties and changes. They apply knowledge to situations related to light and sound and demonstrate basic knowledge of heat and temperature, forces and motion, and electrical circuits and magnets. Students demonstrate an understanding of the solar system and of Earth’s processes, physical features, and resources. They demonstrate some scientific inquiry skills. They also combine and interpret information from various types of diagrams, contour maps, graphs, and tables; select relevant information, analyze, and draw conclusions; and provide short explanations conveying scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
LO.TIMSS.MAT8.INT.FE,TIMSS: Female 8th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Female 8th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in a variety of situations. Students can solve problems involving decimals, fractions, proportions, and percentages. They understand simple algebraic relationships. Students can relate a two-dimensional drawing to a three-dimensional object. They can read, interpret, and construct graphs and tables. They recognize basic notions of likelihood. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Female 8th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in a variety of situations. Students can solve problems involving decimals, fractions, proportions, and percentages. They understand simple algebraic relationships. Students can relate a two-dimensional drawing to a three-dimensional object. They can read, interpret, and construct graphs and tables. They recognize basic notions of likelihood. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,
