"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2014",9.4829636,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2015",9.2220259,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2016",8.6792269,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2017",7.8886991,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2018",7.5521989,
"POL","EDUADULT","BUPPSRY","PC_25_64","A","2019",7.3676858,
"POL","EDUADULT","TRY","PC_25_64","A","2000",11.36204,
"POL","EDUADULT","TRY","PC_25_64","A","2001",11.885846,
"POL","EDUADULT","TRY","PC_25_64","A","2002",12.585118,
"POL","EDUADULT","TRY","PC_25_64","A","2003",14.17064,
"POL","EDUADULT","TRY","PC_25_64","A","2004",15.709586,
"POL","EDUADULT","TRY","PC_25_64","A","2005",16.926928,
"POL","EDUADULT","TRY","PC_25_64","A","2006",17.891872,
"POL","EDUADULT","TRY","PC_25_64","A","2007",18.688519,
"POL","EDUADULT","TRY","PC_25_64","A","2008",19.565832,
"POL","EDUADULT","TRY","PC_25_64","A","2009",21.150869,
"POL","EDUADULT","TRY","PC_25_64","A","2010",22.468407,
"POL","EDUADULT","TRY","PC_25_64","A","2011",23.283596,
"POL","EDUADULT","TRY","PC_25_64","A","2012",24.512804,
"POL","EDUADULT","TRY","PC_25_64","A","2013",25.755669,
"POL","EDUADULT","TRY","PC_25_64","A","2014",26.995474,
"POL","EDUADULT","TRY","PC_25_64","A","2015",27.747267,
"POL","EDUADULT","TRY","PC_25_64","A","2016",28.711193,
"POL","EDUADULT","TRY","PC_25_64","A","2017",29.919453,
"POL","EDUADULT","TRY","PC_25_64","A","2018",30.919592,
"POL","EDUADULT","TRY","PC_25_64","A","2019",32.014767,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2000",68.518517,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2001",68.692192,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2002",68.648476,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2003",68.449577,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2004",68.216873,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2005",68.185944,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2006",67.920158,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2007",67.613113,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2008",67.583122,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2009",66.821266,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2010",66.046318,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2011",65.629021,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2012",65.084984,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2013",64.378479,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2014",63.521564,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2015",63.030708,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2016",62.609581,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2017",62.191849,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2018",61.52821,
"POL","EDUADULT","UPPSRY","PC_25_64","A","2019",60.61755,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2000",80.625755,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2001",79.761848,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2002",79.307739,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2003",77.178673,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2004",74.843437,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2005",73.549492,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2006",72.390388,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2007",72.544418,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2008",71.75206,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2009",70.095329,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2010",68.082458,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2011",64.972481,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2012",62.369896,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2013",59.952484,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2014",56.719505,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2015",54.877064,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2016",53.091141,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2017",52.04673,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2018",50.189827,
"PRT","EDUADULT","BUPPSRY","PC_25_64","A","2019",47.824013,
"PRT","EDUADULT","TRY","PC_25_64","A","2000",8.8429394,
"PRT","EDUADULT","TRY","PC_25_64","A","2001",9.2361002,
"PRT","EDUADULT","TRY","PC_25_64","A","2002",9.4179335,
"PRT","EDUADULT","TRY","PC_25_64","A","2003",10.958982,
"PRT","EDUADULT","TRY","PC_25_64","A","2004",12.516933,
"PRT","EDUADULT","TRY","PC_25_64","A","2005",12.844431,
"PRT","EDUADULT","TRY","PC_25_64","A","2006",13.480192,
"PRT","EDUADULT","TRY","PC_25_64","A","2007",13.692096,
"PRT","EDUADULT","TRY","PC_25_64","A","2008",14.300379,
"PRT","EDUADULT","TRY","PC_25_64","A","2009",14.66682,
"PRT","EDUADULT","TRY","PC_25_64","A","2010",15.445285,
"PRT","EDUADULT","TRY","PC_25_64","A","2011",17.25703,
"PRT","EDUADULT","TRY","PC_25_64","A","2012",18.534111,
"PRT","EDUADULT","TRY","PC_25_64","A","2013",19.307142,
"PRT","EDUADULT","TRY","PC_25_64","A","2014",21.7169,
"PRT","EDUADULT","TRY","PC_25_64","A","2015",22.857506,
"PRT","EDUADULT","TRY","PC_25_64","A","2016",23.847389,
"PRT","EDUADULT","TRY","PC_25_64","A","2017",24.039421,
"PRT","EDUADULT","TRY","PC_25_64","A","2018",24.984337,
"PRT","EDUADULT","TRY","PC_25_64","A","2019",26.284128,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2000",10.531308,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2001",11.002051,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2002",11.274323,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2003",11.862341,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2004",12.639626,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2005",13.606074,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2006",14.129419,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2007",13.763488,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2008",13.947564,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2009",15.237852,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2010",16.472258,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2011",17.770487,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2012",19.095991,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2013",20.740372,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2014",21.563595,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2015",22.26543,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2016",23.06147,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2017",23.913849,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2018",24.825838,
"PRT","EDUADULT","UPPSRY","PC_25_64","A","2019",25.891859,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2000",16.193579,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2001",14.879944,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2002",14.090524,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2003",13.300556,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2004",13.002023,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2005",12.130613,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2006",11.190296,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2007",10.840645,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2008",10.066078,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2009",9.0549088,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2010",9.034791,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2011",8.7385187,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2012",8.2851295,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2013",8.2006197,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2014",9.1611462,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2015",8.7147398,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2016",8.2509651,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2017",8.6990681,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2018",8.4211197,
"SVK","EDUADULT","BUPPSRY","PC_25_64","A","2019",8.7892141,
"SVK","EDUADULT","TRY","PC_25_64","A","2000",10.37334,
"SVK","EDUADULT","TRY","PC_25_64","A","2001",10.942797,
"SVK","EDUADULT","TRY","PC_25_64","A","2002",10.958904,
"SVK","EDUADULT","TRY","PC_25_64","A","2003",11.784762,
"SVK","EDUADULT","TRY","PC_25_64","A","2004",12.776853,
"SVK","EDUADULT","TRY","PC_25_64","A","2005",14.004099,
"SVK","EDUADULT","TRY","PC_25_64","A","2006",14.567307,
"SVK","EDUADULT","TRY","PC_25_64","A","2007",14.438412,
"SVK","EDUADULT","TRY","PC_25_64","A","2008",14.763523,
"SVK","EDUADULT","TRY","PC_25_64","A","2009",15.762831,
"SVK","EDUADULT","TRY","PC_25_64","A","2010",17.327984,
"SVK","EDUADULT","TRY","PC_25_64","A","2011",18.617317,
"SVK","EDUADULT","TRY","PC_25_64","A","2012",18.979084,
"SVK","EDUADULT","TRY","PC_25_64","A","2013",19.87734,
"SVK","EDUADULT","TRY","PC_25_64","A","2014",20.379578,
"SVK","EDUADULT","TRY","PC_25_64","A","2015",21.149881,
"SVK","EDUADULT","TRY","PC_25_64","A","2016",21.979519,
"SVK","EDUADULT","TRY","PC_25_64","A","2017",23.095415,
"SVK","EDUADULT","TRY","PC_25_64","A","2018",24.58342,
"SVK","EDUADULT","TRY","PC_25_64","A","2019",25.786274,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2000",73.433083,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2001",74.177261,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2002",74.950569,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2003",74.91468,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2004",74.221123,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2005",73.865288,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2006",74.242401,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2007",74.72094,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2008",75.170403,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2009",75.182259,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2010",73.63723,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2011",72.644165,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2012",72.735786,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2013",71.922043,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2014",70.459274,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2015",70.135376,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2016",69.769516,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2017",68.205521,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2018",66.995461,
"SVK","EDUADULT","UPPSRY","PC_25_64","A","2019",65.424515,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2000",61.405891,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2001",59.625759,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2002",57.760826,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2003",56.340916,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2004",54.636044,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2005",51.243546,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2006",50.311646,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2007",49.358929,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2008",48.898933,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2009",48.375061,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2010",47.127037,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2011",45.960678,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2012",45.344112,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2013",44.545616,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2014",43.382374,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2015",42.565994,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2016",41.726074,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2017",40.925529,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2018",39.884182,
"ESP","EDUADULT","BUPPSRY","PC_25_64","A","2019",38.685894,
"ESP","EDUADULT","TRY","PC_25_64","A","2000",22.704889,
"ESP","EDUADULT","TRY","PC_25_64","A","2001",23.751223,
"ESP","EDUADULT","TRY","PC_25_64","A","2002",24.921057,
"ESP","EDUADULT","TRY","PC_25_64","A","2003",25.625629,
"ESP","EDUADULT","TRY","PC_25_64","A","2004",26.748661,
"ESP","EDUADULT","TRY","PC_25_64","A","2005",28.518797,
"ESP","EDUADULT","TRY","PC_25_64","A","2006",28.809401,
"ESP","EDUADULT","TRY","PC_25_64","A","2007",29.27644,
"ESP","EDUADULT","TRY","PC_25_64","A","2008",29.519304,
"ESP","EDUADULT","TRY","PC_25_64","A","2009",29.989544,
"ESP","EDUADULT","TRY","PC_25_64","A","2010",31.016668,
"ESP","EDUADULT","TRY","PC_25_64","A","2011",31.91456,
"ESP","EDUADULT","TRY","PC_25_64","A","2012",32.649994,
"ESP","EDUADULT","TRY","PC_25_64","A","2013",33.734821,
"ESP","EDUADULT","TRY","PC_25_64","A","2014",34.678776,
"ESP","EDUADULT","TRY","PC_25_64","A","2015",35.081161,
"ESP","EDUADULT","TRY","PC_25_64","A","2016",35.693489,
"ESP","EDUADULT","TRY","PC_25_64","A","2017",36.351273,
"ESP","EDUADULT","TRY","PC_25_64","A","2018",37.252804,
"ESP","EDUADULT","TRY","PC_25_64","A","2019",38.596992,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2000",15.889219,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2001",16.623016,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2002",17.318115,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2003",18.033455,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2004",18.615295,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2005",20.237658,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2006",20.878954,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2007",21.364632,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2008",21.58176,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2009",21.635395,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2010",21.856297,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2011",22.12476,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2012",22.005894,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2013",21.719563,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2014",21.93885,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2015",22.352846,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2016",22.580437,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2017",22.723196,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2018",22.863016,
"ESP","EDUADULT","UPPSRY","PC_25_64","A","2019",22.717112,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2000",22.448189,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2001",19.359905,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2002",18.423943,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2003",17.800028,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2004",17.057032,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2005",16.40815,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2006",15.924377,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2007",15.411971,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2008",14.958108,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2009",14.261111,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2010",13.727367,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2011",12.964911,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2012",12.497745,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2013",11.829718,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2014",18.445162,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2015",18.024088,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2016",17.272491,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2017",17.003588,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2018",16.712725,
"SWE","EDUADULT","BUPPSRY","PC_25_64","A","2019",16.366867,
"SWE","EDUADULT","TRY","PC_25_64","A","2000",30.122953,
"SWE","EDUADULT","TRY","PC_25_64","A","2001",31.602741,
"SWE","EDUADULT","TRY","PC_25_64","A","2002",32.56509,
"SWE","EDUADULT","TRY","PC_25_64","A","2003",33.419739,
"SWE","EDUADULT","TRY","PC_25_64","A","2004",34.529377,
"SWE","EDUADULT","TRY","PC_25_64","A","2005",29.645443,
"SWE","EDUADULT","TRY","PC_25_64","A","2006",30.520433,
"SWE","EDUADULT","TRY","PC_25_64","A","2007",31.328465,
"SWE","EDUADULT","TRY","PC_25_64","A","2008",32.02702,
"SWE","EDUADULT","TRY","PC_25_64","A","2009",33.060085,
"SWE","EDUADULT","TRY","PC_25_64","A","2010",33.868935,
"SWE","EDUADULT","TRY","PC_25_64","A","2011",35.174355,
"SWE","EDUADULT","TRY","PC_25_64","A","2012",35.698952,
"SWE","EDUADULT","TRY","PC_25_64","A","2013",37.034386,
"SWE","EDUADULT","TRY","PC_25_64","A","2014",38.700306,
"SWE","EDUADULT","TRY","PC_25_64","A","2015",39.786552,
"SWE","EDUADULT","TRY","PC_25_64","A","2016",41.139179,
"SWE","EDUADULT","TRY","PC_25_64","A","2017",41.936691,
"SWE","EDUADULT","TRY","PC_25_64","A","2018",43.247318,
"SWE","EDUADULT","TRY","PC_25_64","A","2019",43.970543,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2000",47.42886,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2001",49.037354,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2002",49.010967,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2003",48.780231,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2004",48.413593,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2005",53.946407,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2006",53.555191,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2007",53.259563,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2008",53.01487,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2009",52.678806,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2010",52.403698,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2011",51.860733,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2012",51.803307,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2013",51.135899,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2014",42.85453,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2015",42.189362,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2016",41.588329,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2017",41.059723,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2018",40.039955,
"SWE","EDUADULT","UPPSRY","PC_25_64","A","2019",39.662586,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2000",16.120359,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2001",15.138646,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2002",15.060054,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2003",15.401092,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2004",14.979352,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2005",14.753095,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2006",14.6002,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2007",14.042429,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2008",13.19206,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2009",13.083202,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2010",14.966761,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2011",15.176706,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2012",14.334973,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2013",13.589899,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2014",12.776213,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2015",12.704829,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2016",12.564119,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2017",12.191644,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2018",11.598805,
"CHE","EDUADULT","BUPPSRY","PC_25_64","A","2019",10.993076,
"CHE","EDUADULT","TRY","PC_25_64","A","2000",24.177282,
"CHE","EDUADULT","TRY","PC_25_64","A","2001",25.401983,
"CHE","EDUADULT","TRY","PC_25_64","A","2002",25.385767,
"CHE","EDUADULT","TRY","PC_25_64","A","2003",26.875856,
"CHE","EDUADULT","TRY","PC_25_64","A","2004",28.088779,
"CHE","EDUADULT","TRY","PC_25_64","A","2005",28.763943,
"CHE","EDUADULT","TRY","PC_25_64","A","2006",29.851349,
"CHE","EDUADULT","TRY","PC_25_64","A","2007",31.327906,
"CHE","EDUADULT","TRY","PC_25_64","A","2008",33.652287,
"CHE","EDUADULT","TRY","PC_25_64","A","2009",35.020153,
"CHE","EDUADULT","TRY","PC_25_64","A","2010",33.881504,
"CHE","EDUADULT","TRY","PC_25_64","A","2011",34.000179,
"CHE","EDUADULT","TRY","PC_25_64","A","2012",35.291126,
"CHE","EDUADULT","TRY","PC_25_64","A","2013",37.407192,
"CHE","EDUADULT","TRY","PC_25_64","A","2014",38.428497,
"CHE","EDUADULT","TRY","PC_25_64","A","2015",39.782719,
"CHE","EDUADULT","TRY","PC_25_64","A","2016",41.235474,
"CHE","EDUADULT","TRY","PC_25_64","A","2017",42.594601,
"CHE","EDUADULT","TRY","PC_25_64","A","2018",43.744415,
"CHE","EDUADULT","TRY","PC_25_64","A","2019",44.412537,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2000",59.702358,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2001",59.45937,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2002",59.55418,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2003",57.723049,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2004",56.93187,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2005",56.482964,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2006",55.54845,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2007",54.629665,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2008",53.155655,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2009",51.896645,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2010",51.151737,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2011",50.823112,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2012",50.373901,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2013",49.002911,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2014",48.795288,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2015",47.512451,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2016",46.200405,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2017",45.213757,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2018",44.65678,
"CHE","EDUADULT","UPPSRY","PC_25_64","A","2019",44.594387,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2000",76.703934,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2001",76.448608,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2002",74.994644,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2003",73.536079,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2004",72.799454,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2005",71.917953,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2006",70.854713,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2007",70.408333,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2008",69.691528,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2009",68.94503,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2010",68.793961,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2011",67.851822,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2012",66.135818,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2013",65.167839,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2014",64.367012,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2015",63.007553,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2016",61.486542,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2017",60.708405,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2018",59.763054,
"TUR","EDUADULT","BUPPSRY","PC_25_64","A","2019",58.29987,
"TUR","EDUADULT","TRY","PC_25_64","A","2000",8.3461838,
"TUR","EDUADULT","TRY","PC_25_64","A","2001",8.4432325,
"TUR","EDUADULT","TRY","PC_25_64","A","2002",9.1408987,
"TUR","EDUADULT","TRY","PC_25_64","A","2003",9.7044678,
"TUR","EDUADULT","TRY","PC_25_64","A","2004",9.653903,
"TUR","EDUADULT","TRY","PC_25_64","A","2005",10.23861,
"TUR","EDUADULT","TRY","PC_25_64","A","2006",10.919287,
"TUR","EDUADULT","TRY","PC_25_64","A","2007",11.290907,
"TUR","EDUADULT","TRY","PC_25_64","A","2008",12.040659,
"TUR","EDUADULT","TRY","PC_25_64","A","2009",12.710275,
"TUR","EDUADULT","TRY","PC_25_64","A","2010",13.118464,
"TUR","EDUADULT","TRY","PC_25_64","A","2011",14.034094,
"TUR","EDUADULT","TRY","PC_25_64","A","2012",15.290227,
"TUR","EDUADULT","TRY","PC_25_64","A","2013",15.907355,
"TUR","EDUADULT","TRY","PC_25_64","A","2014",16.693634,
"TUR","EDUADULT","TRY","PC_25_64","A","2015",18.020138,
"TUR","EDUADULT","TRY","PC_25_64","A","2016",19.362528,
"TUR","EDUADULT","TRY","PC_25_64","A","2017",20.013071,
"TUR","EDUADULT","TRY","PC_25_64","A","2018",20.780222,
